,Rno,Name,Course,Campus,Gender
36716,36717,Student36717,MBA,CH,F
36717,36718,Student36718,MTech,CH,F
36718,36719,Student36719,BBA,KO,M
36719,36720,Student36720,MTech,KO,F
36720,36721,Student36721,MBA,CH,F
36721,36722,Student36722,BBA,DL,F
36722,36723,Student36723,BBA,MB,M
36723,36724,Student36724,BBA,KO,M
36724,36725,Student36725,MBA,MB,M
36725,36726,Student36726,MBA,MB,F
36726,36727,Student36727,MTech,DL,F
36727,36728,Student36728,BTech,MB,M
36728,36729,Student36729,BTech,KO,F
36729,36730,Student36730,BTech,DL,F
36730,36731,Student36731,BBA,MB,F
36731,36732,Student36732,MTech,KO,M
36732,36733,Student36733,BBA,DL,M
36733,36734,Student36734,BTech,KO,F
36734,36735,Student36735,BTech,MB,F
36735,36736,Student36736,MBA,DL,F
36736,36737,Student36737,BBA,KO,M
36737,36738,Student36738,BBA,CH,F
36738,36739,Student36739,MTech,KO,M
36739,36740,Student36740,BBA,DL,M
36740,36741,Student36741,BTech,CH,F
36741,36742,Student36742,MTech,MB,F
36742,36743,Student36743,MBA,MB,F
36743,36744,Student36744,BTech,MB,M
36744,36745,Student36745,BBA,CH,F
36745,36746,Student36746,MTech,DL,F
36746,36747,Student36747,MBA,DL,M
36747,36748,Student36748,BTech,MB,F
36748,36749,Student36749,BBA,DL,M
36749,36750,Student36750,MTech,CH,F
36750,36751,Student36751,BTech,KO,F
36751,36752,Student36752,BTech,KO,M
36752,36753,Student36753,BTech,MB,M
36753,36754,Student36754,MBA,MB,F
36754,36755,Student36755,BBA,DL,F
36755,36756,Student36756,MTech,DL,M
36756,36757,Student36757,MTech,DL,F
36757,36758,Student36758,MBA,KO,F
36758,36759,Student36759,BBA,MB,F
36759,36760,Student36760,BTech,KO,F
36760,36761,Student36761,BTech,MB,F
36761,36762,Student36762,MBA,MB,M
36762,36763,Student36763,MBA,DL,M
36763,36764,Student36764,BBA,MB,F
36764,36765,Student36765,BTech,KO,M
36765,36766,Student36766,BBA,CH,F
36766,36767,Student36767,MBA,KO,M
36767,36768,Student36768,BBA,MB,F
36768,36769,Student36769,BTech,CH,M
36769,36770,Student36770,BBA,MB,M
36770,36771,Student36771,MBA,KO,M
36771,36772,Student36772,MTech,DL,F
36772,36773,Student36773,BTech,DL,M
36773,36774,Student36774,MTech,KO,F
36774,36775,Student36775,MTech,CH,M
36775,36776,Student36776,MBA,CH,F
36776,36777,Student36777,BBA,DL,F
36777,36778,Student36778,MTech,DL,M
36778,36779,Student36779,MBA,CH,F
36779,36780,Student36780,BTech,CH,M
36780,36781,Student36781,BBA,MB,F
36781,36782,Student36782,BTech,DL,F
36782,36783,Student36783,BTech,DL,M
36783,36784,Student36784,MBA,KO,M
36784,36785,Student36785,MTech,CH,M
36785,36786,Student36786,MBA,CH,F
36786,36787,Student36787,MBA,MB,F
36787,36788,Student36788,MTech,KO,F
36788,36789,Student36789,BBA,KO,F
36789,36790,Student36790,MBA,MB,F
36790,36791,Student36791,BBA,MB,M
36791,36792,Student36792,BTech,CH,M
36792,36793,Student36793,BBA,DL,F
36793,36794,Student36794,MBA,MB,F
36794,36795,Student36795,MTech,MB,F
36795,36796,Student36796,BTech,KO,M
36796,36797,Student36797,MBA,CH,F
36797,36798,Student36798,MTech,KO,F
36798,36799,Student36799,BBA,DL,F
36799,36800,Student36800,BBA,MB,M
36800,36801,Student36801,BBA,KO,F
36801,36802,Student36802,MTech,DL,F
36802,36803,Student36803,MTech,MB,M
36803,36804,Student36804,BTech,DL,F
36804,36805,Student36805,BBA,KO,M
36805,36806,Student36806,MTech,KO,M
36806,36807,Student36807,MTech,DL,F
36807,36808,Student36808,BBA,CH,M
36808,36809,Student36809,BTech,DL,M
36809,36810,Student36810,BTech,CH,F
36810,36811,Student36811,MBA,MB,M
36811,36812,Student36812,BBA,CH,M
36812,36813,Student36813,BTech,MB,M
36813,36814,Student36814,BBA,DL,M
36814,36815,Student36815,BBA,KO,M
36815,36816,Student36816,BTech,KO,F
36816,36817,Student36817,MBA,CH,F
36817,36818,Student36818,MBA,CH,M
36818,36819,Student36819,BBA,DL,M
36819,36820,Student36820,MBA,MB,M
36820,36821,Student36821,BTech,KO,M
36821,36822,Student36822,MTech,CH,F
36822,36823,Student36823,MBA,MB,M
36823,36824,Student36824,BBA,KO,F
36824,36825,Student36825,BBA,CH,M
36825,36826,Student36826,MTech,MB,M
36826,36827,Student36827,BBA,MB,M
36827,36828,Student36828,MTech,KO,M
36828,36829,Student36829,MTech,CH,F
36829,36830,Student36830,MTech,DL,F
36830,36831,Student36831,MTech,CH,M
36831,36832,Student36832,BBA,KO,F
36832,36833,Student36833,MTech,DL,F
36833,36834,Student36834,BTech,CH,M
36834,36835,Student36835,BBA,DL,M
36835,36836,Student36836,BTech,MB,M
36836,36837,Student36837,MTech,KO,F
36837,36838,Student36838,BBA,CH,M
36838,36839,Student36839,BTech,CH,M
36839,36840,Student36840,BBA,CH,F
36840,36841,Student36841,MBA,DL,M
36841,36842,Student36842,BTech,DL,M
36842,36843,Student36843,MBA,CH,F
36843,36844,Student36844,MBA,KO,F
36844,36845,Student36845,BBA,MB,M
36845,36846,Student36846,BBA,DL,F
36846,36847,Student36847,BTech,DL,F
36847,36848,Student36848,MTech,KO,M
36848,36849,Student36849,BTech,MB,M
36849,36850,Student36850,BBA,DL,F
36850,36851,Student36851,BBA,KO,M
36851,36852,Student36852,BBA,CH,F
36852,36853,Student36853,MTech,KO,M
36853,36854,Student36854,BBA,MB,M
36854,36855,Student36855,BTech,KO,M
36855,36856,Student36856,MTech,MB,M
36856,36857,Student36857,BTech,CH,F
36857,36858,Student36858,BBA,DL,M
36858,36859,Student36859,MBA,MB,F
36859,36860,Student36860,MTech,MB,F
36860,36861,Student36861,MTech,DL,M
36861,36862,Student36862,BBA,DL,F
36862,36863,Student36863,MTech,CH,M
36863,36864,Student36864,BBA,MB,F
36864,36865,Student36865,MTech,DL,F
36865,36866,Student36866,BTech,CH,F
36866,36867,Student36867,MBA,MB,F
36867,36868,Student36868,BTech,DL,M
36868,36869,Student36869,MBA,CH,M
36869,36870,Student36870,MTech,DL,M
36870,36871,Student36871,BBA,CH,F
36871,36872,Student36872,MTech,CH,F
36872,36873,Student36873,MTech,DL,M
36873,36874,Student36874,BTech,CH,M
36874,36875,Student36875,BTech,KO,F
36875,36876,Student36876,BBA,KO,M
36876,36877,Student36877,BTech,MB,M
36877,36878,Student36878,BTech,DL,F
36878,36879,Student36879,BTech,MB,M
36879,36880,Student36880,MBA,DL,F
36880,36881,Student36881,BBA,DL,M
36881,36882,Student36882,MBA,KO,M
36882,36883,Student36883,BBA,KO,F
36883,36884,Student36884,BBA,KO,M
36884,36885,Student36885,MTech,KO,M
36885,36886,Student36886,MBA,KO,F
36886,36887,Student36887,MBA,MB,M
36887,36888,Student36888,MBA,DL,F
36888,36889,Student36889,BBA,KO,F
36889,36890,Student36890,BBA,CH,M
36890,36891,Student36891,MBA,CH,M
36891,36892,Student36892,BTech,KO,F
36892,36893,Student36893,MBA,CH,M
36893,36894,Student36894,MBA,KO,M
36894,36895,Student36895,BBA,KO,F
36895,36896,Student36896,MBA,DL,F
36896,36897,Student36897,MBA,KO,F
36897,36898,Student36898,MTech,DL,F
36898,36899,Student36899,BBA,KO,M
36899,36900,Student36900,BTech,CH,M
36900,36901,Student36901,MBA,DL,F
36901,36902,Student36902,BTech,KO,F
36902,36903,Student36903,BTech,DL,F
36903,36904,Student36904,MBA,MB,F
36904,36905,Student36905,MBA,CH,M
36905,36906,Student36906,BBA,DL,F
36906,36907,Student36907,BTech,MB,M
36907,36908,Student36908,BTech,DL,M
36908,36909,Student36909,BBA,KO,M
36909,36910,Student36910,MTech,DL,M
36910,36911,Student36911,BTech,CH,F
36911,36912,Student36912,BBA,KO,F
36912,36913,Student36913,BBA,CH,M
36913,36914,Student36914,BBA,CH,M
36914,36915,Student36915,MTech,MB,M
36915,36916,Student36916,MTech,KO,F
36916,36917,Student36917,BTech,MB,F
36917,36918,Student36918,BBA,CH,F
36918,36919,Student36919,BBA,KO,M
36919,36920,Student36920,MBA,MB,F
36920,36921,Student36921,BTech,CH,M
36921,36922,Student36922,MTech,MB,M
36922,36923,Student36923,MBA,MB,M
36923,36924,Student36924,BTech,DL,F
36924,36925,Student36925,BBA,DL,F
36925,36926,Student36926,MBA,DL,M
36926,36927,Student36927,MBA,CH,F
36927,36928,Student36928,MTech,CH,F
36928,36929,Student36929,BBA,MB,M
36929,36930,Student36930,MBA,KO,F
36930,36931,Student36931,BBA,DL,M
36931,36932,Student36932,BBA,DL,M
36932,36933,Student36933,BTech,CH,F
36933,36934,Student36934,MTech,KO,F
36934,36935,Student36935,MTech,KO,F
36935,36936,Student36936,MTech,MB,M
36936,36937,Student36937,BTech,KO,F
36937,36938,Student36938,BTech,CH,F
36938,36939,Student36939,MTech,CH,M
36939,36940,Student36940,BBA,KO,M
36940,36941,Student36941,MTech,KO,F
36941,36942,Student36942,MTech,KO,F
36942,36943,Student36943,MTech,DL,F
36943,36944,Student36944,MBA,CH,F
36944,36945,Student36945,MBA,CH,F
36945,36946,Student36946,MTech,CH,M
36946,36947,Student36947,MBA,MB,F
36947,36948,Student36948,MTech,DL,M
36948,36949,Student36949,MBA,KO,F
36949,36950,Student36950,MTech,KO,F
36950,36951,Student36951,BTech,DL,F
36951,36952,Student36952,MBA,DL,M
36952,36953,Student36953,MBA,DL,F
36953,36954,Student36954,BBA,CH,F
36954,36955,Student36955,MTech,DL,M
36955,36956,Student36956,BBA,CH,M
36956,36957,Student36957,BBA,KO,F
36957,36958,Student36958,BTech,CH,M
36958,36959,Student36959,BTech,MB,M
36959,36960,Student36960,BBA,CH,F
36960,36961,Student36961,MTech,KO,F
36961,36962,Student36962,BTech,DL,M
36962,36963,Student36963,BTech,CH,M
36963,36964,Student36964,MTech,KO,F
36964,36965,Student36965,BBA,KO,F
36965,36966,Student36966,MTech,CH,F
36966,36967,Student36967,BTech,MB,M
36967,36968,Student36968,MBA,CH,M
36968,36969,Student36969,MBA,DL,M
36969,36970,Student36970,BBA,MB,F
36970,36971,Student36971,BBA,CH,F
36971,36972,Student36972,BTech,CH,F
36972,36973,Student36973,MTech,DL,F
36973,36974,Student36974,MTech,CH,F
36974,36975,Student36975,BBA,MB,F
36975,36976,Student36976,BBA,KO,F
36976,36977,Student36977,MBA,CH,M
36977,36978,Student36978,BTech,DL,F
36978,36979,Student36979,BBA,MB,F
36979,36980,Student36980,MTech,MB,F
36980,36981,Student36981,MBA,CH,F
36981,36982,Student36982,MTech,DL,M
36982,36983,Student36983,BTech,KO,M
36983,36984,Student36984,MTech,KO,F
36984,36985,Student36985,BBA,DL,F
36985,36986,Student36986,BTech,CH,F
36986,36987,Student36987,MTech,KO,M
36987,36988,Student36988,MTech,CH,F
36988,36989,Student36989,MBA,MB,F
36989,36990,Student36990,BTech,KO,M
36990,36991,Student36991,MBA,DL,F
36991,36992,Student36992,BBA,KO,M
36992,36993,Student36993,MBA,MB,F
36993,36994,Student36994,MBA,KO,F
36994,36995,Student36995,MTech,MB,F
36995,36996,Student36996,BBA,CH,M
36996,36997,Student36997,BBA,DL,F
36997,36998,Student36998,MTech,MB,F
36998,36999,Student36999,BBA,MB,M
36999,37000,Student37000,MTech,KO,M
37000,37001,Student37001,BBA,CH,F
37001,37002,Student37002,MBA,MB,M
37002,37003,Student37003,BBA,KO,F
37003,37004,Student37004,MBA,DL,F
37004,37005,Student37005,MBA,KO,F
37005,37006,Student37006,MTech,CH,F
37006,37007,Student37007,MTech,CH,M
37007,37008,Student37008,MTech,MB,F
37008,37009,Student37009,MTech,MB,M
37009,37010,Student37010,BBA,MB,F
37010,37011,Student37011,BBA,KO,F
37011,37012,Student37012,BTech,KO,F
37012,37013,Student37013,MTech,MB,M
37013,37014,Student37014,BTech,MB,F
37014,37015,Student37015,MBA,KO,M
37015,37016,Student37016,BBA,CH,F
37016,37017,Student37017,BBA,DL,M
37017,37018,Student37018,MTech,DL,M
37018,37019,Student37019,BBA,KO,F
37019,37020,Student37020,BBA,MB,F
37020,37021,Student37021,MTech,KO,M
37021,37022,Student37022,MTech,CH,M
37022,37023,Student37023,BTech,DL,M
37023,37024,Student37024,MBA,DL,F
37024,37025,Student37025,MBA,CH,F
37025,37026,Student37026,MTech,DL,M
37026,37027,Student37027,MTech,MB,M
37027,37028,Student37028,BTech,CH,F
37028,37029,Student37029,MTech,MB,M
37029,37030,Student37030,BBA,DL,M
37030,37031,Student37031,MTech,MB,M
37031,37032,Student37032,MTech,CH,M
37032,37033,Student37033,BTech,DL,F
37033,37034,Student37034,MTech,CH,F
37034,37035,Student37035,BBA,MB,M
37035,37036,Student37036,BBA,KO,M
37036,37037,Student37037,MTech,CH,F
37037,37038,Student37038,MTech,KO,F
37038,37039,Student37039,BTech,DL,F
37039,37040,Student37040,MTech,CH,F
37040,37041,Student37041,MBA,DL,M
37041,37042,Student37042,BBA,CH,F
37042,37043,Student37043,BTech,KO,F
37043,37044,Student37044,MTech,KO,M
37044,37045,Student37045,MBA,MB,F
37045,37046,Student37046,BTech,KO,M
37046,37047,Student37047,MBA,DL,F
37047,37048,Student37048,MTech,KO,M
37048,37049,Student37049,BBA,MB,F
37049,37050,Student37050,MTech,KO,M
37050,37051,Student37051,BTech,CH,F
37051,37052,Student37052,MTech,CH,F
37052,37053,Student37053,MBA,CH,M
37053,37054,Student37054,MBA,KO,F
37054,37055,Student37055,MTech,CH,M
37055,37056,Student37056,BTech,DL,M
37056,37057,Student37057,BTech,MB,M
37057,37058,Student37058,BTech,MB,M
37058,37059,Student37059,MTech,DL,M
37059,37060,Student37060,MTech,KO,M
37060,37061,Student37061,BBA,CH,M
37061,37062,Student37062,BTech,DL,M
37062,37063,Student37063,MBA,DL,M
37063,37064,Student37064,MTech,KO,M
37064,37065,Student37065,BBA,DL,M
37065,37066,Student37066,BTech,CH,F
37066,37067,Student37067,BTech,CH,F
37067,37068,Student37068,BTech,DL,F
37068,37069,Student37069,BBA,KO,M
37069,37070,Student37070,BBA,MB,F
37070,37071,Student37071,MBA,MB,M
37071,37072,Student37072,BTech,KO,F
37072,37073,Student37073,BBA,DL,M
37073,37074,Student37074,BTech,MB,M
37074,37075,Student37075,MTech,MB,M
37075,37076,Student37076,BTech,KO,F
37076,37077,Student37077,MTech,KO,F
37077,37078,Student37078,MBA,MB,F
37078,37079,Student37079,BTech,KO,M
37079,37080,Student37080,BTech,DL,M
37080,37081,Student37081,BBA,DL,F
37081,37082,Student37082,MTech,CH,F
37082,37083,Student37083,BBA,DL,F
37083,37084,Student37084,BTech,KO,M
37084,37085,Student37085,MTech,KO,F
37085,37086,Student37086,BTech,MB,F
37086,37087,Student37087,MBA,CH,M
37087,37088,Student37088,MTech,DL,M
37088,37089,Student37089,BBA,MB,F
37089,37090,Student37090,MBA,CH,F
37090,37091,Student37091,MTech,KO,F
37091,37092,Student37092,BTech,KO,M
37092,37093,Student37093,MBA,DL,F
37093,37094,Student37094,MBA,DL,M
37094,37095,Student37095,BBA,MB,F
37095,37096,Student37096,MBA,DL,M
37096,37097,Student37097,MBA,MB,F
37097,37098,Student37098,MBA,KO,F
37098,37099,Student37099,BBA,CH,M
37099,37100,Student37100,MTech,DL,F
37100,37101,Student37101,BBA,KO,M
37101,37102,Student37102,MBA,KO,M
37102,37103,Student37103,BBA,CH,F
37103,37104,Student37104,BBA,MB,M
37104,37105,Student37105,BTech,KO,F
37105,37106,Student37106,BBA,CH,F
37106,37107,Student37107,MTech,MB,M
37107,37108,Student37108,MBA,CH,F
37108,37109,Student37109,BBA,KO,M
37109,37110,Student37110,MBA,KO,M
37110,37111,Student37111,MTech,KO,F
37111,37112,Student37112,MBA,CH,F
37112,37113,Student37113,BBA,CH,F
37113,37114,Student37114,MBA,MB,M
37114,37115,Student37115,MTech,KO,M
37115,37116,Student37116,MBA,KO,M
37116,37117,Student37117,BBA,DL,M
37117,37118,Student37118,BTech,MB,M
37118,37119,Student37119,BTech,DL,F
37119,37120,Student37120,MBA,KO,F
37120,37121,Student37121,BTech,DL,F
37121,37122,Student37122,MBA,DL,M
37122,37123,Student37123,BTech,CH,M
37123,37124,Student37124,MTech,MB,F
37124,37125,Student37125,MTech,KO,F
37125,37126,Student37126,BBA,KO,F
37126,37127,Student37127,BTech,CH,M
37127,37128,Student37128,MTech,CH,M
37128,37129,Student37129,BTech,MB,F
37129,37130,Student37130,BBA,CH,M
37130,37131,Student37131,BTech,DL,M
37131,37132,Student37132,MBA,CH,M
37132,37133,Student37133,MTech,DL,F
37133,37134,Student37134,MTech,CH,F
37134,37135,Student37135,BTech,DL,F
37135,37136,Student37136,MBA,MB,F
37136,37137,Student37137,MTech,CH,F
37137,37138,Student37138,BTech,DL,M
37138,37139,Student37139,BBA,DL,F
37139,37140,Student37140,MBA,MB,M
37140,37141,Student37141,MBA,DL,M
37141,37142,Student37142,MBA,MB,F
37142,37143,Student37143,BBA,KO,M
37143,37144,Student37144,BTech,MB,F
37144,37145,Student37145,BBA,MB,M
37145,37146,Student37146,MTech,CH,M
37146,37147,Student37147,BTech,MB,F
37147,37148,Student37148,MBA,CH,F
37148,37149,Student37149,MTech,DL,F
37149,37150,Student37150,MTech,MB,F
37150,37151,Student37151,MTech,DL,M
37151,37152,Student37152,MTech,KO,M
37152,37153,Student37153,BTech,KO,F
37153,37154,Student37154,MBA,CH,M
37154,37155,Student37155,BTech,MB,F
37155,37156,Student37156,BBA,KO,F
37156,37157,Student37157,BTech,MB,F
37157,37158,Student37158,BBA,DL,M
37158,37159,Student37159,MBA,KO,M
37159,37160,Student37160,MBA,KO,F
37160,37161,Student37161,BTech,CH,F
37161,37162,Student37162,MBA,MB,M
37162,37163,Student37163,MBA,KO,F
37163,37164,Student37164,MBA,KO,M
37164,37165,Student37165,MTech,DL,M
37165,37166,Student37166,MTech,CH,M
37166,37167,Student37167,MBA,KO,F
37167,37168,Student37168,BTech,KO,M
37168,37169,Student37169,MTech,KO,F
37169,37170,Student37170,BBA,KO,M
37170,37171,Student37171,BBA,CH,F
37171,37172,Student37172,BTech,DL,F
37172,37173,Student37173,BBA,DL,M
37173,37174,Student37174,BTech,DL,M
37174,37175,Student37175,MBA,CH,M
37175,37176,Student37176,BTech,CH,F
37176,37177,Student37177,BBA,MB,M
37177,37178,Student37178,BBA,DL,M
37178,37179,Student37179,BTech,MB,M
37179,37180,Student37180,MBA,MB,F
37180,37181,Student37181,MTech,CH,F
37181,37182,Student37182,BBA,CH,F
37182,37183,Student37183,BBA,MB,F
37183,37184,Student37184,MBA,DL,M
37184,37185,Student37185,MTech,DL,F
37185,37186,Student37186,BTech,KO,F
37186,37187,Student37187,MTech,KO,M
37187,37188,Student37188,MBA,DL,M
37188,37189,Student37189,MBA,DL,F
37189,37190,Student37190,MBA,KO,F
37190,37191,Student37191,MTech,DL,F
37191,37192,Student37192,MBA,KO,F
37192,37193,Student37193,BBA,CH,F
37193,37194,Student37194,BBA,KO,F
37194,37195,Student37195,MTech,MB,F
37195,37196,Student37196,MBA,KO,M
37196,37197,Student37197,MTech,KO,F
37197,37198,Student37198,BBA,CH,F
37198,37199,Student37199,MBA,MB,M
37199,37200,Student37200,MTech,DL,F
37200,37201,Student37201,BTech,KO,F
37201,37202,Student37202,MTech,MB,F
37202,37203,Student37203,MBA,DL,M
37203,37204,Student37204,BTech,DL,F
37204,37205,Student37205,MTech,KO,F
37205,37206,Student37206,MTech,CH,M
37206,37207,Student37207,MTech,MB,F
37207,37208,Student37208,MBA,KO,F
37208,37209,Student37209,BBA,MB,F
37209,37210,Student37210,MBA,KO,F
37210,37211,Student37211,MBA,KO,F
37211,37212,Student37212,BTech,KO,M
37212,37213,Student37213,MTech,DL,F
37213,37214,Student37214,BTech,MB,M
37214,37215,Student37215,BBA,MB,F
37215,37216,Student37216,MBA,KO,F
37216,37217,Student37217,BBA,CH,M
37217,37218,Student37218,BTech,MB,F
37218,37219,Student37219,MTech,MB,F
37219,37220,Student37220,MTech,MB,F
37220,37221,Student37221,BTech,MB,F
37221,37222,Student37222,MBA,KO,M
37222,37223,Student37223,BTech,DL,M
37223,37224,Student37224,BBA,CH,F
37224,37225,Student37225,MBA,CH,F
37225,37226,Student37226,MTech,KO,F
37226,37227,Student37227,BBA,CH,M
37227,37228,Student37228,MBA,DL,M
37228,37229,Student37229,BTech,MB,F
37229,37230,Student37230,BTech,KO,M
37230,37231,Student37231,MBA,KO,F
37231,37232,Student37232,MTech,CH,M
37232,37233,Student37233,MTech,CH,F
37233,37234,Student37234,BTech,CH,F
37234,37235,Student37235,MTech,CH,M
37235,37236,Student37236,BTech,CH,F
37236,37237,Student37237,BBA,MB,F
37237,37238,Student37238,BTech,CH,M
37238,37239,Student37239,BTech,CH,M
37239,37240,Student37240,BTech,KO,F
37240,37241,Student37241,BTech,KO,M
37241,37242,Student37242,BBA,MB,M
37242,37243,Student37243,BBA,CH,M
37243,37244,Student37244,BBA,DL,F
37244,37245,Student37245,BTech,CH,M
37245,37246,Student37246,MTech,KO,F
37246,37247,Student37247,MBA,MB,M
37247,37248,Student37248,MBA,CH,M
37248,37249,Student37249,BTech,DL,F
37249,37250,Student37250,BTech,DL,M
37250,37251,Student37251,MTech,DL,F
37251,37252,Student37252,MTech,MB,M
37252,37253,Student37253,MBA,KO,F
37253,37254,Student37254,MBA,DL,M
37254,37255,Student37255,MTech,DL,M
37255,37256,Student37256,MTech,CH,F
37256,37257,Student37257,MTech,KO,F
37257,37258,Student37258,MBA,MB,M
37258,37259,Student37259,MTech,KO,F
37259,37260,Student37260,MTech,MB,M
37260,37261,Student37261,MTech,DL,M
37261,37262,Student37262,MBA,DL,M
37262,37263,Student37263,BTech,CH,F
37263,37264,Student37264,MBA,CH,F
37264,37265,Student37265,BTech,KO,M
37265,37266,Student37266,MTech,MB,F
37266,37267,Student37267,MTech,DL,M
37267,37268,Student37268,MBA,CH,F
37268,37269,Student37269,BTech,DL,M
37269,37270,Student37270,MTech,DL,F
37270,37271,Student37271,MBA,MB,M
37271,37272,Student37272,MTech,CH,F
37272,37273,Student37273,MTech,MB,M
37273,37274,Student37274,BTech,DL,M
37274,37275,Student37275,MTech,KO,F
37275,37276,Student37276,BTech,DL,F
37276,37277,Student37277,MBA,MB,F
37277,37278,Student37278,MTech,KO,M
37278,37279,Student37279,BTech,KO,M
37279,37280,Student37280,BBA,KO,M
37280,37281,Student37281,MBA,DL,F
37281,37282,Student37282,MBA,CH,F
37282,37283,Student37283,BTech,MB,F
37283,37284,Student37284,MBA,DL,M
37284,37285,Student37285,BBA,KO,F
37285,37286,Student37286,MBA,CH,F
37286,37287,Student37287,MTech,CH,F
37287,37288,Student37288,BBA,CH,F
37288,37289,Student37289,BTech,MB,M
37289,37290,Student37290,MBA,MB,F
37290,37291,Student37291,BBA,KO,F
37291,37292,Student37292,MBA,KO,F
37292,37293,Student37293,MBA,CH,F
37293,37294,Student37294,BTech,KO,M
37294,37295,Student37295,MBA,MB,F
37295,37296,Student37296,BTech,DL,M
37296,37297,Student37297,MTech,DL,F
37297,37298,Student37298,BTech,MB,F
37298,37299,Student37299,MBA,CH,F
37299,37300,Student37300,BBA,CH,M
37300,37301,Student37301,MTech,CH,F
37301,37302,Student37302,BBA,DL,M
37302,37303,Student37303,MBA,MB,F
37303,37304,Student37304,MTech,MB,M
37304,37305,Student37305,MTech,KO,F
37305,37306,Student37306,BTech,KO,F
37306,37307,Student37307,MTech,CH,F
37307,37308,Student37308,MBA,DL,M
37308,37309,Student37309,BBA,MB,M
37309,37310,Student37310,MBA,CH,F
37310,37311,Student37311,BBA,KO,M
37311,37312,Student37312,BTech,KO,M
37312,37313,Student37313,BTech,MB,F
37313,37314,Student37314,MTech,KO,F
37314,37315,Student37315,MBA,KO,F
37315,37316,Student37316,BBA,MB,F
37316,37317,Student37317,BBA,MB,F
37317,37318,Student37318,MBA,MB,F
37318,37319,Student37319,MTech,MB,M
37319,37320,Student37320,BTech,DL,F
37320,37321,Student37321,MTech,MB,M
37321,37322,Student37322,BBA,MB,M
37322,37323,Student37323,MTech,DL,M
37323,37324,Student37324,BTech,DL,M
37324,37325,Student37325,MBA,DL,M
37325,37326,Student37326,BTech,DL,F
37326,37327,Student37327,MBA,KO,F
37327,37328,Student37328,BTech,CH,F
37328,37329,Student37329,MBA,CH,M
37329,37330,Student37330,BBA,KO,M
37330,37331,Student37331,BTech,KO,M
37331,37332,Student37332,BTech,KO,M
37332,37333,Student37333,MBA,CH,F
37333,37334,Student37334,BTech,CH,M
37334,37335,Student37335,MBA,DL,F
37335,37336,Student37336,BBA,DL,M
37336,37337,Student37337,MBA,KO,F
37337,37338,Student37338,MBA,CH,F
37338,37339,Student37339,MBA,MB,M
37339,37340,Student37340,MTech,KO,M
37340,37341,Student37341,BTech,DL,F
37341,37342,Student37342,MBA,MB,F
37342,37343,Student37343,BBA,MB,F
37343,37344,Student37344,BBA,KO,M
37344,37345,Student37345,MTech,DL,F
37345,37346,Student37346,BTech,MB,F
37346,37347,Student37347,MTech,DL,F
37347,37348,Student37348,BBA,DL,M
37348,37349,Student37349,MTech,KO,F
37349,37350,Student37350,MBA,MB,F
37350,37351,Student37351,MTech,CH,M
37351,37352,Student37352,MBA,DL,M
37352,37353,Student37353,MBA,DL,F
37353,37354,Student37354,BTech,CH,F
37354,37355,Student37355,BTech,DL,M
37355,37356,Student37356,BTech,CH,M
37356,37357,Student37357,MBA,KO,F
37357,37358,Student37358,MTech,CH,F
37358,37359,Student37359,MTech,KO,F
37359,37360,Student37360,BBA,CH,M
37360,37361,Student37361,MTech,MB,M
37361,37362,Student37362,MBA,KO,F
37362,37363,Student37363,MBA,KO,F
37363,37364,Student37364,BBA,MB,M
37364,37365,Student37365,BTech,MB,M
37365,37366,Student37366,MTech,KO,F
37366,37367,Student37367,BTech,DL,M
37367,37368,Student37368,MBA,CH,M
37368,37369,Student37369,BTech,MB,F
37369,37370,Student37370,MBA,CH,M
37370,37371,Student37371,BTech,KO,F
37371,37372,Student37372,MBA,CH,F
37372,37373,Student37373,MTech,KO,F
37373,37374,Student37374,MTech,KO,M
37374,37375,Student37375,BBA,MB,M
37375,37376,Student37376,BTech,CH,F
37376,37377,Student37377,MBA,KO,M
37377,37378,Student37378,BBA,KO,F
37378,37379,Student37379,BTech,DL,M
37379,37380,Student37380,BBA,DL,M
37380,37381,Student37381,BTech,CH,F
37381,37382,Student37382,MTech,DL,F
37382,37383,Student37383,BBA,DL,F
37383,37384,Student37384,BBA,KO,F
37384,37385,Student37385,BBA,KO,M
37385,37386,Student37386,MTech,KO,M
37386,37387,Student37387,MTech,MB,M
37387,37388,Student37388,BBA,CH,F
37388,37389,Student37389,MBA,MB,M
37389,37390,Student37390,MTech,KO,M
37390,37391,Student37391,MBA,CH,F
37391,37392,Student37392,MBA,MB,F
37392,37393,Student37393,BBA,CH,F
37393,37394,Student37394,MBA,MB,M
37394,37395,Student37395,MBA,CH,M
37395,37396,Student37396,MTech,CH,M
37396,37397,Student37397,BTech,KO,M
37397,37398,Student37398,BTech,CH,M
37398,37399,Student37399,MBA,DL,F
37399,37400,Student37400,MBA,DL,F
37400,37401,Student37401,MBA,MB,M
37401,37402,Student37402,MTech,DL,F
37402,37403,Student37403,MTech,DL,F
37403,37404,Student37404,BBA,MB,F
37404,37405,Student37405,BBA,DL,M
37405,37406,Student37406,BBA,MB,M
37406,37407,Student37407,BBA,KO,M
37407,37408,Student37408,BBA,CH,F
37408,37409,Student37409,BBA,DL,M
37409,37410,Student37410,BTech,DL,F
37410,37411,Student37411,BBA,MB,M
37411,37412,Student37412,BBA,KO,M
37412,37413,Student37413,MTech,DL,F
37413,37414,Student37414,BBA,DL,M
37414,37415,Student37415,MBA,KO,M
