,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YearSold,SaleType,SaleCondition,SalePrice,labels
1134,2,5,63.0,13072.0,1,1,2,3,0,4,0,22,5,2,1,0,0,1,2005,2006,1,1,13,14,1,126.0,3,4,2,2,2,3,2,3.0,6,0.0,1095.0,1175.0,1,0,1,4,1175.0,0.0,0.0,1175.0,1,0,1,0,3,1,2,6,7,0,3,6,1,0,0.0,3,3,2,0.0,90.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,146000,0
1135,2,5,66.0,13695.0,1,1,2,3,0,4,0,22,5,2,1,0,1,1,2004,2004,1,1,13,14,3,0.0,3,4,2,5,5,3,2,3.0,6,0.0,468.0,1114.0,1,0,1,4,1114.0,0.0,0.0,1114.0,1,0,1,1,3,1,2,6,7,0,3,4,3,2,576.0,5,5,2,0.0,102.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,159000,0
1136,2,5,66.0,13695.0,1,1,2,3,0,4,0,22,5,2,1,0,0,1,2003,2004,1,1,13,14,3,0.0,3,4,2,2,5,3,2,3.0,6,0.0,300.0,1114.0,1,0,1,4,1114.0,0.0,0.0,1114.0,1,0,1,0,3,1,2,6,7,0,3,4,3,2,576.0,5,5,2,0.0,78.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,155000,0
1137,13,5,65.0,8366.0,1,1,3,3,0,4,0,22,2,2,1,5,0,1,2004,2004,1,1,13,14,3,0.0,2,4,2,2,5,3,6,7.0,6,0.0,798.0,798.0,1,0,1,4,798.0,842.0,0.0,1640.0,0,0,2,1,3,1,2,6,7,0,3,0,2,2,520.0,5,5,2,138.0,45.0,0.0,0.0,0.0,0.0,3,4,2,0.0,12,2008,9,4,173000,1
1138,2,5,81.0,9260.0,1,1,2,3,0,0,0,22,2,2,1,0,5,1,2007,2007,1,1,13,14,3,0.0,2,4,2,2,5,2,6,7.0,6,0.0,1162.0,1162.0,1,0,1,4,1162.0,0.0,0.0,1162.0,0,0,2,0,3,1,2,6,7,0,3,0,0,2,483.0,5,5,2,0.0,32.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2008,9,4,170000,2
1139,13,5,65.0,8453.0,1,1,3,3,0,4,0,22,2,2,1,5,0,1,1995,1995,1,1,13,14,1,38.0,2,4,2,2,5,3,2,3.0,6,0.0,392.0,754.0,1,0,1,4,754.0,855.0,0.0,1609.0,0,0,2,1,3,1,2,6,7,0,3,0,2,2,525.0,5,5,2,0.0,70.0,0.0,0.0,0.0,0.0,3,4,2,0.0,4,2008,9,4,182000,1
1140,13,5,50.0,8480.0,1,1,3,3,0,4,0,22,2,2,1,5,0,1,1993,1994,1,1,6,6,1,120.0,2,4,2,2,5,3,2,3.0,6,0.0,284.0,886.0,1,0,1,4,886.0,794.0,0.0,1680.0,0,1,2,1,3,1,2,7,7,0,3,0,2,2,474.0,5,5,2,144.0,96.0,0.0,0.0,0.0,0.0,3,4,2,0.0,10,2008,9,4,163000,1
1141,2,5,65.0,8125.0,1,1,2,3,0,4,0,22,2,2,1,0,0,1,1994,1998,1,1,6,6,1,258.0,3,4,2,2,5,3,2,3.0,6,0.0,270.0,1408.0,1,0,1,4,1679.0,0.0,0.0,1679.0,1,0,2,0,3,1,2,7,7,1,1,0,2,2,575.0,5,5,2,224.0,42.0,0.0,0.0,0.0,0.0,3,4,2,0.0,10,2008,9,4,193500,2
1142,13,5,43.0,14565.0,1,1,1,3,0,1,0,22,2,2,1,5,5,1,1994,1995,1,1,13,14,1,145.0,2,4,2,2,5,0,2,3.0,6,0.0,295.0,832.0,1,0,1,4,832.0,825.0,0.0,1657.0,0,0,2,1,3,1,2,6,7,0,3,0,2,2,483.0,5,5,2,144.0,74.0,0.0,0.0,0.0,0.0,3,4,4,2000.0,11,2008,9,4,189000,1
1143,13,5,65.0,8450.0,1,1,2,3,0,4,0,22,2,2,1,5,0,1,2001,2001,1,1,13,14,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,355.0,827.0,1,0,1,4,827.0,850.0,0.0,1677.0,1,0,2,1,3,1,2,7,7,0,3,0,2,2,627.0,5,5,2,0.0,68.0,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2008,9,4,190500,1
1144,13,5,75.0,8285.0,1,1,2,3,0,0,0,22,2,2,1,5,5,1,1992,1992,1,1,6,6,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,439.0,836.0,1,2,1,4,844.0,893.0,0.0,1737.0,0,1,2,1,3,1,2,7,7,0,3,0,0,2,506.0,5,5,2,192.0,85.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2008,9,4,175000,1
1145,2,5,0.0,7153.0,1,1,2,3,0,4,0,22,2,2,1,0,0,1,1991,1991,1,1,6,6,1,88.0,3,4,1,2,5,3,2,3.0,6,0.0,78.0,1278.0,1,2,1,4,1294.0,0.0,0.0,1294.0,1,0,2,0,3,1,2,6,7,0,3,0,2,2,496.0,5,5,2,112.0,51.0,0.0,0.0,0.0,0.0,3,1,2,0.0,6,2008,9,4,179200,0
1146,13,5,76.0,9291.0,1,1,3,3,0,0,0,22,7,2,1,5,0,1,1993,1993,1,1,6,6,1,120.0,2,4,2,2,5,3,2,3.0,6,0.0,406.0,832.0,1,0,1,4,832.0,878.0,0.0,1710.0,0,0,2,1,3,1,2,7,7,0,3,0,2,2,506.0,5,5,2,144.0,70.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,187000,1
1147,3,5,50.0,8012.0,1,1,2,3,0,4,0,22,2,2,3,0,0,1,1993,1994,1,1,9,10,3,0.0,2,4,2,2,5,3,3,4.0,2,841.0,598.0,1604.0,1,0,1,4,1617.0,0.0,0.0,1617.0,1,0,2,0,2,1,2,5,7,1,1,0,2,2,533.0,5,5,2,0.0,69.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,193000,2
1148,3,5,55.0,7892.0,1,1,2,3,0,4,0,22,2,2,3,0,0,1,1993,1993,1,1,9,10,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,899.0,1199.0,1,0,1,4,1199.0,0.0,0.0,1199.0,0,0,2,0,2,1,2,5,7,0,3,0,2,2,530.0,5,5,2,0.0,63.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2008,9,4,153900,2
1149,2,5,70.0,9100.0,1,1,2,3,0,4,0,21,5,2,1,0,1,1,1963,1963,3,1,14,15,3,0.0,3,4,2,5,2,3,1,2.0,0,799.0,132.0,984.0,1,4,1,4,984.0,0.0,0.0,984.0,1,0,1,0,3,1,4,5,7,1,5,0,2,1,384.0,5,5,2,145.0,56.0,0.0,0.0,0.0,0.0,3,2,4,400.0,8,2008,9,4,128000,0
1150,2,5,0.0,12968.0,1,1,1,3,0,4,0,21,2,2,1,0,1,0,1962,1962,3,1,6,10,3,0.0,3,4,1,5,5,3,0,1.0,6,0.0,175.0,912.0,1,4,1,4,912.0,0.0,0.0,912.0,1,0,1,0,2,1,4,4,7,0,3,4,3,1,352.0,5,5,2,140.0,0.0,0.0,0.0,176.0,0.0,3,4,2,0.0,9,2008,9,4,144000,0
1151,2,5,75.0,8100.0,1,1,2,3,0,4,0,21,1,2,1,0,1,7,1961,2007,1,1,14,15,3,0.0,3,2,1,5,5,3,0,1.0,6,0.0,100.0,864.0,1,0,1,4,864.0,0.0,0.0,864.0,1,0,1,0,3,1,2,5,7,1,5,4,3,1,420.0,5,5,2,132.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,135000,0
1152,11,5,65.0,8450.0,1,1,2,3,0,4,0,21,5,2,4,0,1,1,1968,1968,1,1,6,6,3,0.0,3,4,1,5,1,2,0,1.0,6,0.0,0.0,890.0,1,2,0,4,890.0,0.0,0.0,890.0,1,0,1,0,3,1,4,5,7,0,3,4,3,1,308.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,4,2008,9,4,115000,0
1153,2,5,60.0,6360.0,1,1,2,3,0,4,0,21,2,2,1,0,1,1,1963,1963,3,1,14,6,3,0.0,3,4,1,2,2,3,0,1.0,6,0.0,375.0,864.0,1,4,1,4,864.0,0.0,0.0,864.0,0,0,1,0,3,1,4,5,7,0,3,0,3,1,276.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,650.0,1,2008,0,0,119916,0
1154,2,5,65.0,6768.0,1,1,3,3,0,4,0,21,1,2,1,0,0,7,1961,1996,3,1,6,6,3,0.0,3,2,1,5,5,2,2,3.0,6,0.0,80.0,912.0,1,2,1,4,912.0,0.0,0.0,912.0,1,1,1,0,3,1,2,5,7,0,3,4,3,1,288.0,5,5,2,168.0,0.0,0.0,0.0,0.0,0.0,3,0,2,0.0,5,2008,9,4,142000,0
1155,2,5,95.0,19508.0,1,1,2,3,0,4,0,27,2,2,1,0,0,1,1974,1974,1,1,6,7,1,144.0,3,4,1,5,5,0,0,1.0,6,0.0,630.0,1430.0,1,4,1,4,1430.0,0.0,0.0,1430.0,0,1,2,0,3,1,4,6,7,2,5,0,3,2,484.0,5,5,2,117.0,108.0,165.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,192000,0
1156,5,5,70.0,10759.0,1,1,2,3,0,0,0,21,1,2,1,1,1,2,1972,1972,1,1,6,6,3,0.0,3,2,1,2,5,3,3,4.0,0,811.0,0.0,1001.0,1,4,1,4,1001.0,640.0,0.0,1641.0,0,0,2,0,4,1,4,5,7,1,2,4,3,2,490.0,5,5,2,0.0,0.0,92.0,0.0,0.0,0.0,3,0,2,0.0,7,2008,9,4,140000,0
1157,13,5,0.0,9205.0,1,1,3,3,0,4,0,17,2,2,1,5,0,1,1990,1991,3,1,6,6,1,304.0,2,4,2,2,5,3,0,1.0,6,0.0,226.0,930.0,1,0,1,4,1364.0,1319.0,0.0,2683.0,1,0,2,1,4,1,2,9,7,2,2,0,2,2,473.0,5,5,2,237.0,251.0,0.0,0.0,196.0,0.0,3,4,2,0.0,6,2008,9,4,290000,1
1158,13,5,105.0,11025.0,1,1,2,3,0,4,0,17,2,2,1,1,3,1,1993,1994,3,1,14,15,1,568.0,2,4,2,2,5,1,1,2.0,6,0.0,1328.0,1848.0,1,0,1,4,1827.0,959.0,0.0,2786.0,1,0,2,1,4,1,2,10,7,1,0,0,0,2,636.0,5,5,2,294.0,49.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,372500,2
1159,3,2,59.0,4282.0,1,2,1,3,0,4,0,23,2,2,3,0,5,1,2004,2004,1,1,8,8,3,0.0,2,4,2,2,5,2,2,3.0,6,0.0,1375.0,1391.0,1,0,1,4,1391.0,0.0,0.0,1391.0,0,0,2,0,2,1,2,5,7,0,3,0,2,2,530.0,5,5,2,156.0,158.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,196000,2
1160,14,2,35.0,4017.0,1,2,3,3,0,4,0,23,2,2,3,5,5,1,2006,2007,1,1,8,8,3,0.0,2,4,2,2,5,3,6,7.0,6,0.0,625.0,625.0,1,0,1,4,625.0,625.0,0.0,1250.0,0,0,2,1,2,1,2,5,7,0,3,4,0,2,625.0,5,5,2,0.0,54.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2008,9,4,171900,1
1161,3,2,37.0,3435.0,1,2,3,3,0,0,0,23,2,2,3,0,5,1,2004,2005,1,1,8,8,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,1211.0,1235.0,1,0,1,4,1245.0,0.0,0.0,1245.0,0,0,2,0,1,1,2,5,7,0,3,0,2,2,495.0,5,5,2,0.0,100.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,178000,2
1162,14,2,30.0,3180.0,1,2,2,3,0,4,0,23,2,2,3,5,0,1,2005,2005,1,1,8,8,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,210.0,600.0,1,0,1,4,600.0,600.0,0.0,1200.0,1,0,2,1,2,1,2,5,7,0,3,4,2,2,480.0,5,5,2,0.0,166.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2008,9,4,165000,1
1163,14,2,30.0,3180.0,1,2,2,3,0,4,0,23,2,2,3,5,5,1,2007,2007,1,1,13,14,3,0.0,2,4,2,2,5,3,6,7.0,6,0.0,689.0,689.0,1,0,1,4,703.0,689.0,0.0,1392.0,0,0,2,0,2,1,2,5,7,0,3,4,3,2,540.0,5,5,2,0.0,102.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2008,9,0,146000,1
1164,14,2,34.0,3604.0,1,2,2,3,0,0,0,23,2,2,3,5,5,1,2007,2007,1,1,13,14,3,0.0,2,4,2,2,5,3,6,7.0,6,0.0,689.0,689.0,1,0,1,4,703.0,689.0,0.0,1392.0,0,0,2,0,2,1,2,5,7,0,3,4,3,2,540.0,5,5,2,0.0,102.0,0.0,0.0,0.0,0.0,3,4,2,0.0,2,2008,9,0,146000,1
1165,14,2,24.0,2280.0,1,2,2,3,0,4,0,23,2,2,2,5,5,1,1999,1999,1,1,8,8,1,360.0,3,4,2,2,5,3,0,1.0,6,0.0,195.0,744.0,1,2,1,4,757.0,744.0,0.0,1501.0,0,0,2,1,3,1,4,6,7,0,3,4,3,2,440.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2008,9,4,179400,1
1166,14,2,24.0,2280.0,1,2,2,3,0,4,0,23,2,2,2,5,0,1,1999,1999,1,1,8,8,4,216.0,3,4,2,2,5,3,2,3.0,6,0.0,194.0,744.0,1,2,1,4,757.0,792.0,0.0,1549.0,1,0,2,1,3,1,4,6,7,0,3,4,3,2,440.0,5,5,2,0.0,32.0,0.0,0.0,0.0,0.0,3,4,2,0.0,4,2008,9,4,172900,1
1167,3,2,0.0,4765.0,1,1,3,3,0,4,0,23,2,2,3,0,3,1,2000,2000,3,1,8,8,1,260.0,2,4,2,2,5,0,2,3.0,6,0.0,587.0,1614.0,1,0,1,4,1638.0,0.0,0.0,1638.0,1,0,2,0,2,1,0,5,7,1,5,0,0,2,495.0,5,5,2,230.0,68.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,300000,2
1168,3,2,0.0,4538.0,1,1,3,3,0,4,0,23,2,2,3,0,3,1,2001,2001,1,1,13,14,1,179.0,2,4,2,0,5,0,2,3.0,6,0.0,306.0,1310.0,1,0,1,4,1310.0,0.0,0.0,1310.0,1,0,1,1,1,1,2,5,7,1,5,0,2,2,545.0,5,5,2,277.0,45.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,285000,2
1169,3,2,42.0,4385.0,1,1,3,3,0,4,0,23,2,2,3,0,3,1,2001,2001,1,1,13,14,3,0.0,2,4,2,0,5,0,2,3.0,6,0.0,455.0,1419.0,1,0,1,4,1419.0,0.0,0.0,1419.0,1,0,1,1,2,1,0,5,7,1,5,0,0,2,588.0,5,5,2,155.0,58.0,0.0,0.0,0.0,0.0,3,4,2,0.0,9,2008,9,4,290000,2
1170,3,2,35.0,4109.0,1,1,3,3,0,4,0,23,2,2,3,0,3,1,1999,2000,1,1,13,14,1,260.0,2,4,2,2,5,0,2,3.0,6,0.0,416.0,1557.0,1,0,1,4,1557.0,0.0,0.0,1557.0,1,0,2,0,2,1,0,5,7,1,5,0,2,2,484.0,5,5,2,124.0,113.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,305000,2
1171,3,2,50.0,5119.0,1,1,3,3,0,1,0,23,2,2,3,0,3,1,1999,2000,1,1,8,8,1,60.0,2,4,2,0,5,0,2,3.0,6,0.0,460.0,1698.0,1,0,1,4,1709.0,0.0,0.0,1709.0,1,0,2,0,2,1,2,5,7,1,5,0,0,2,506.0,5,5,2,97.0,65.0,0.0,0.0,0.0,0.0,3,4,2,0.0,1,2008,1,0,328900,2
1172,14,2,24.0,2160.0,1,2,2,3,0,4,0,23,2,2,2,5,5,1,1999,2000,1,1,8,8,1,212.0,2,4,2,2,5,3,1,2.0,6,0.0,90.0,600.0,1,0,1,4,624.0,628.0,0.0,1252.0,1,0,2,1,2,1,2,4,7,0,3,4,3,2,462.0,5,5,2,0.0,48.0,0.0,0.0,0.0,0.0,3,4,2,0.0,3,2008,9,4,160000,1
1173,14,2,24.0,2160.0,1,2,2,3,0,4,0,23,2,2,2,4,5,1,1999,2000,1,1,13,14,1,216.0,2,4,2,2,5,3,2,3.0,6,0.0,72.0,672.0,1,0,1,4,684.0,720.0,0.0,1404.0,1,0,2,1,3,1,2,5,7,0,3,4,3,2,462.0,5,5,2,20.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,170000,1
1174,13,2,79.0,10646.0,1,1,3,3,0,0,0,23,2,2,1,5,5,1,2001,2001,1,1,13,14,1,513.0,3,4,2,5,5,3,2,3.0,6,0.0,177.0,858.0,1,0,1,4,872.0,917.0,0.0,1789.0,1,0,2,1,3,1,4,7,7,1,5,0,0,2,546.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,223000,1
1175,14,2,24.0,2645.0,1,2,2,3,0,4,0,23,2,2,2,5,8,1,1999,1999,1,1,8,8,1,466.0,2,4,2,2,5,3,2,3.0,6,0.0,348.0,960.0,1,0,1,4,962.0,624.0,0.0,1586.0,1,0,2,1,3,1,2,7,7,0,3,4,3,2,480.0,5,5,2,169.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,12,2008,9,4,170000,1
1176,14,2,24.0,2645.0,1,2,2,3,0,4,0,23,2,2,2,5,8,1,1999,2000,1,1,8,8,1,456.0,2,4,2,2,5,3,2,3.0,6,0.0,147.0,960.0,1,0,1,4,962.0,645.0,0.0,1607.0,1,0,2,1,3,1,2,7,7,0,3,4,3,2,480.0,5,5,2,169.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,12,2008,3,4,200000,1
1177,14,2,36.0,3951.0,1,2,3,3,0,4,0,23,2,2,3,5,7,1,1998,1999,1,1,3,8,3,0.0,0,4,2,2,5,2,1,2.0,2,842.0,0.0,970.0,1,0,1,4,1469.0,924.0,0.0,2393.0,1,0,2,1,2,1,0,7,7,1,5,0,0,2,846.0,5,5,2,0.0,90.0,0.0,0.0,94.0,0.0,3,4,2,0.0,2,2008,9,4,345000,1
1178,3,5,38.0,14963.0,1,1,1,3,0,4,0,27,2,2,3,0,8,1,1996,1996,1,1,3,3,3,0.0,2,4,2,2,5,3,2,3.0,6,0.0,474.0,1260.0,1,0,1,4,1288.0,0.0,0.0,1288.0,1,0,1,1,1,1,0,4,7,2,2,0,0,2,500.0,5,5,2,120.0,30.0,0.0,0.0,224.0,0.0,3,4,2,0.0,12,2008,9,4,245500,2
1179,3,5,22.0,11064.0,1,1,1,3,0,1,0,27,2,2,3,0,8,1,1995,1995,3,1,3,3,3,0.0,2,4,2,2,5,1,3,4.0,2,670.0,0.0,1230.0,1,0,1,4,1239.0,0.0,0.0,1239.0,1,0,1,1,1,1,2,4,7,1,1,0,0,2,477.0,5,5,2,172.0,24.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2008,9,4,217500,2
1180,3,5,32.0,10846.0,1,1,3,3,0,1,0,27,2,2,3,0,8,1,1993,1993,1,1,3,3,3,0.0,2,4,2,2,5,1,2,3.0,6,0.0,100.0,1719.0,1,0,1,4,1719.0,0.0,0.0,1719.0,2,0,1,1,1,1,2,6,7,2,2,0,0,2,473.0,5,5,2,122.0,30.0,0.0,0.0,0.0,0.0,3,4,2,0.0,5,2008,2,4,324000,2
1181,2,5,0.0,11120.0,1,1,3,3,0,1,0,27,2,2,1,0,0,0,1984,1984,1,1,9,10,3,0.0,3,4,2,2,5,3,1,2.0,6,0.0,572.0,1232.0,1,4,1,4,1232.0,0.0,0.0,1232.0,0,0,2,0,3,1,4,6,7,0,3,0,3,2,516.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,162500,0
1182,13,5,0.0,24572.0,1,1,3,3,0,1,0,27,2,2,1,5,3,4,1977,1977,4,1,14,15,1,1050.0,2,2,1,2,5,3,2,3.0,6,0.0,584.0,994.0,1,4,1,4,1599.0,1345.0,0.0,2944.0,0,0,2,2,3,1,2,9,7,1,2,0,2,3,864.0,5,5,2,140.0,70.0,16.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,3,150000,1
1183,2,5,103.0,16280.0,1,1,2,3,0,4,0,27,2,2,1,0,8,3,1976,2007,1,1,13,14,3,0.0,0,0,1,2,0,2,2,3.0,5,382.0,0.0,1426.0,1,0,1,4,1671.0,0.0,0.0,1671.0,1,0,3,0,3,1,0,6,7,1,2,0,2,2,550.0,5,5,2,280.0,90.0,0.0,0.0,0.0,0.0,3,1,2,0.0,5,2008,9,4,290000,2
1184,13,2,0.0,7500.0,1,1,2,3,0,4,0,23,2,2,1,5,5,1,2002,2002,1,1,13,14,3,0.0,2,4,2,2,5,3,6,7.0,6,0.0,952.0,952.0,1,0,1,4,952.0,860.0,0.0,1812.0,0,0,2,1,3,1,4,7,7,1,5,0,2,2,469.0,5,5,2,144.0,112.0,0.0,0.0,0.0,0.0,3,4,2,0.0,4,2008,9,4,205000,1
1185,2,5,80.0,10400.0,1,1,2,3,0,4,0,19,2,2,1,0,5,0,1970,1970,3,1,9,10,1,288.0,3,4,2,5,5,3,6,7.0,6,0.0,1304.0,1304.0,1,2,1,4,1682.0,0.0,0.0,1682.0,0,0,2,0,3,1,4,7,7,1,2,0,3,2,530.0,5,5,2,98.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0.0,5,2008,9,4,174000,0
1186,10,5,0.0,11104.0,1,1,3,3,0,4,0,19,2,2,1,4,0,0,1969,1969,1,1,8,8,3,0.0,3,4,1,5,5,0,2,3.0,6,0.0,599.0,1427.0,1,2,1,4,1427.0,0.0,0.0,1427.0,0,1,2,0,4,1,4,7,7,0,3,0,2,2,516.0,5,5,2,0.0,0.0,0.0,0.0,216.0,0.0,3,4,2,0.0,5,2008,9,4,183000,0
1187,2,5,85.0,11050.0,1,1,2,3,0,4,0,19,2,2,1,0,0,1,1968,1968,1,1,6,6,3,0.0,3,4,1,5,5,3,5,6.0,6,0.0,1439.0,1740.0,1,1,1,4,1740.0,0.0,0.0,1740.0,0,0,1,1,4,1,4,8,7,1,5,0,2,2,512.0,5,5,2,25.0,0.0,0.0,0.0,192.0,0.0,3,1,2,0.0,10,2008,9,3,150000,0
1188,2,5,80.0,11040.0,1,1,2,3,0,4,0,19,2,2,1,0,0,5,1971,2004,1,1,13,14,1,144.0,2,2,1,5,5,3,0,1.0,6,0.0,602.0,1258.0,1,0,1,4,1258.0,0.0,0.0,1258.0,0,1,2,0,3,1,2,5,7,0,3,0,2,2,528.0,5,5,2,55.0,0.0,0.0,216.0,0.0,0.0,3,4,2,0.0,10,2008,0,0,145000,0
1189,2,5,0.0,15387.0,1,1,3,3,0,1,0,19,2,2,1,0,5,5,1967,1967,1,1,9,10,3,0.0,3,4,1,5,5,3,0,1.0,1,294.0,723.0,1620.0,1,0,1,4,1620.0,0.0,0.0,1620.0,0,0,2,0,4,1,2,8,7,1,2,0,3,2,578.0,5,5,2,0.0,62.0,192.0,0.0,0.0,0.0,3,4,4,450.0,8,2008,9,4,215000,0
1190,0,5,75.0,9750.0,1,1,2,3,0,4,0,19,6,2,0,0,1,0,1965,1965,1,1,8,8,3,0.0,3,4,1,5,5,3,6,7.0,6,0.0,1625.0,1625.0,1,0,1,4,1625.0,0.0,0.0,1625.0,0,0,2,0,4,2,4,8,7,0,3,4,3,2,484.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,8,2008,3,4,140500,0
1191,13,5,90.0,10800.0,1,1,2,3,0,4,0,19,2,2,1,5,0,5,1974,1997,1,1,6,6,3,0.0,3,4,1,5,5,3,0,1.0,5,182.0,384.0,1522.0,1,4,1,4,1548.0,1066.0,0.0,2614.0,0,0,2,1,4,1,4,9,7,1,5,0,2,2,624.0,5,5,2,38.0,243.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,240000,1
1192,13,5,73.0,8814.0,1,1,2,3,0,4,0,15,1,2,1,5,1,0,1968,1968,1,1,8,8,3,0.0,3,4,1,5,5,3,3,4.0,6,0.0,0.0,732.0,1,0,1,4,732.0,732.0,0.0,1464.0,0,0,1,1,4,1,4,7,7,0,3,0,3,2,470.0,5,5,2,0.0,40.0,0.0,0.0,0.0,0.0,3,4,2,0.0,6,2008,9,4,141000,0
1193,2,5,72.0,8872.0,1,1,2,3,0,0,0,15,2,2,1,0,1,7,1965,2008,1,1,13,14,1,300.0,3,4,1,5,5,3,0,1.0,6,0.0,317.0,912.0,1,0,1,4,912.0,0.0,0.0,912.0,1,0,1,0,2,1,2,5,7,0,3,4,3,2,576.0,5,5,2,0.0,240.0,0.0,0.0,0.0,0.0,3,4,2,0.0,12,2008,9,4,147000,0
1194,2,5,65.0,8125.0,1,1,2,3,0,4,0,15,2,2,1,0,1,5,1965,2005,3,1,6,6,3,0.0,2,4,1,5,5,3,0,1.0,5,456.0,196.0,912.0,1,0,1,4,925.0,0.0,0.0,925.0,1,0,1,0,3,1,4,5,7,0,3,4,3,2,576.0,5,5,2,233.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,7,2008,9,4,135000,0
1195,0,5,72.0,11072.0,1,1,3,3,0,4,0,15,2,2,0,0,1,1,1965,1965,1,1,6,6,3,0.0,3,4,1,5,5,3,6,7.0,6,0.0,1728.0,1728.0,1,4,1,4,1728.0,0.0,0.0,1728.0,0,0,2,0,6,2,4,10,7,0,3,4,3,2,576.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,11,2008,9,4,145000,0
1196,0,5,74.0,13101.0,1,1,3,3,0,4,0,15,2,2,0,0,1,1,1965,1965,1,1,6,6,1,108.0,3,4,1,5,5,3,3,4.0,6,0.0,1497.0,1728.0,1,4,1,4,1728.0,0.0,0.0,1728.0,0,0,2,0,6,2,4,10,7,0,3,4,3,2,576.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,2,0.0,11,2008,9,4,142600,0
1197,0,5,87.0,9246.0,1,1,3,3,0,4,0,19,1,2,0,0,1,1,1973,1973,1,1,9,10,1,564.0,3,4,1,5,5,3,6,7.0,6,0.0,1656.0,1656.0,1,4,1,4,1656.0,0.0,0.0,1656.0,0,0,2,0,4,2,4,8,7,0,3,4,3,2,506.0,5,5,2,0.0,211.0,0.0,0.0,0.0,0.0,3,4,2,0.0,11,2008,9,4,135000,0
